open,high,low,close,volume
82.4986,82.8334,81.4844,82.4146,23792
80.7757,81.4376,80.7366,81.1420,71412
80.6730,81.5637,79.8613,81.0130,2179
80.8928,81.3153,80.7226,81.1808,3751
81.4358,82.1446,80.4938,81.5105,98769
81.0097,82.0037,79.7491,80.5782,39935
81.2473,82.2245,80.0059,80.9720,70849
79.6362,80.9335,79.1332,80.0943,9012
80.7056,80.9465,80.1445,80.2456,77391
79.6613,80.6449,79.1168,79.5041,82908
78.5357,78.7883,77.3929,78.0385,93979
77.5937,78.4644,77.0248,77.2590,66718
76.9162,77.3554,76.3096,76.5508,83318
75.4335,76.3583,74.4496,75.4849,95210
76.8822,77.7938,76.6526,76.8478,63915
77.3456,77.6901,76.6787,77.3975,83702
76.4358,77.2684,75.8849,76.2575,33060
77.1856,77.3442,76.4304,77.0728,84845
78.4464,79.1588,77.7785,78.0401,15607
78.0780,78.7679,77.6607,78.1717,39628
78.1866,79.2396,77.7272,78.3151,57111
78.1378,78.5100,77.2851,78.4952,81138
80.0185,80.5063,78.8630,79.5458,35177
80.4354,81.4387,79.4651,80.4808,10606
81.6881,81.6916,80.8782,81.3955,6368
79.9095,80.8089,79.1624,80.3484,48360
81.1954,82.2504,80.4202,81.4005,75679
80.9859,82.0476,80.5543,81.1506,19602
81.5517,81.9305,81.3575,81.7699,96495
81.2932,82.2065,80.8294,81.7873,97635
81.6047,82.6048,81.0850,81.8360,78808
82.9756,83.8227,82.5215,82.8050,42357
81.9156,82.9941,81.7402,82.2814,91033
82.2747,82.5194,81.8186,82.1826,3346
81.5508,82.2858,80.9576,81.9803,27202
80.8895,81.5611,80.2002,81.2906,56706
80.2361,81.3620,80.2207,80.5306,72790
81.2210,81.6167,80.4181,80.8825,13074
82.1129,82.3691,81.2968,81.8230,96564
81.3131,81.8705,80.4096,80.8198,36367
81.4061,81.8338,80.1766,81.0633,44163
81.2971,82.1753,80.3342,81.6404,84754
80.1428,80.4847,79.2138,80.4332,23278
81.3095,81.3730,81.0908,81.2632,2056
80.8055,81.6060,79.8779,80.3196,51702
81.2243,81.7297,80.7938,81.1171,2733
82.6095,83.4699,81.9147,82.2051,79315
82.0768,83.0246,80.7629,81.5941,94616
82.9044,83.0596,81.6302,82.4755,85928
82.2382,82.6423,81.6725,82.1162,79645
81.9898,82.7702,81.6453,81.8607,8009
81.7193,82.3974,80.4402,81.2381,31145
81.9853,82.1942,81.2688,81.8247,95136
80.6770,81.6106,79.3769,80.3247,68670
81.7039,82.3163,81.4279,81.4623,59101
81.2878,81.5821,80.4134,81.3732,85978
79.6722,80.3705,78.8886,79.8830,50957
79.6341,80.5438,79.3977,80.0580,87521
81.3609,81.8954,79.9297,80.9290,49292
81.3844,81.7244,80.4662,80.8851,94759
79.2540,80.1445,78.6180,79.4559,33920
78.3888,79.5297,77.9044,78.7825,98095
79.0867,79.3691,78.9937,79.0991,27853
80.0744,80.4217,79.6625,79.9230,88889
78.6377,79.9065,77.8819,79.0869,5959
78.2504,78.5587,77.6029,78.5093,66346
80.1698,81.1279,79.3135,79.9986,31410
79.8314,80.2449,79.3329,79.3708,45055
79.1970,80.1297,78.3893,79.0536,73912
78.1042,78.5532,77.5530,78.1653,70240
77.7649,78.5151,77.3970,77.4923,53301
78.2961,79.1627,77.4464,78.3933,5985
78.5279,79.2494,77.7941,78.1818,53590
76.9462,77.4380,76.3256,76.7678,71913
78.4148,78.7745,77.2088,78.0783,50573
76.4403,77.8066,75.9562,76.8669,62839
77.5439,77.9411,76.8948,77.2841,85656
78.2501,78.8185,77.5552,78.5605,4889
77.6099,78.8709,77.5801,77.9854,51697
77.2938,77.9259,76.3854,77.7354,50565
79.3011,79.6382,78.6892,78.9557,71765
79.8321,80.7576,79.0545,79.9693,84833
79.6245,80.3145,78.8145,79.7079,80784
79.8285,80.8240,78.8733,79.5930,43608
77.7253,78.7522,76.8051,78.1974,6716
76.7349,77.0143,76.4775,76.8981,25287
76.9129,77.3393,75.9589,77.2487,43638
78.4569,79.2503,77.5714,78.1650,57370
78.0922,79.5717,77.8454,78.5857,81835
79.6699,80.2219,78.6740,79.4614,43383
81.2308,81.6869,80.3714,80.9086,74502
81.0541,81.1334,80.3200,80.9500,86285
80.1708,80.4496,79.7555,80.4239,20888
80.0137,81.2857,79.7639,80.2930,81623
80.8694,81.6903,79.9313,80.4794,14539
80.7317,81.7369,80.5423,80.8916,13623
79.8835,81.1615,79.1541,80.2117,71190
80.5315,81.1014,79.7600,80.7883,87450
79.4081,79.9321,79.2079,79.8120,51629
79.4316,80.1637,78.9613,79.2750,90727
79.7905,80.5868,79.0472,79.4145,42984
80.2186,81.4780,79.4402,80.7138,20224
81.4405,82.2548,80.5991,81.8888,78331
80.6474,80.6717,80.2257,80.6138,31205
81.8692,82.2704,81.7888,81.8066,76519
82.8833,83.4639,82.2385,83.0445,65599
82.2130,83.0502,82.0910,82.5217,56308
83.4345,84.4428,82.7178,83.8793,83512
84.7607,85.6458,84.5286,84.6523,45531
84.8497,86.1345,84.1591,85.1511,59081
84.6049,84.7542,83.8269,84.5167,60988
85.8555,86.8002,85.4216,85.7531,25472
86.2020,86.6405,85.9191,86.0447,78152
87.1144,88.3706,86.5538,87.5362,79696
87.8582,88.4432,87.3051,88.0399,44746
88.8187,89.7398,87.9821,89.0993,91088
87.9059,88.7791,87.5295,88.2809,81669
86.8819,87.5106,86.8331,87.0933,62393
87.7327,88.0101,87.4837,87.5867,77400
85.8569,87.1068,84.9657,86.2568,66406
86.7505,87.7294,86.6432,86.6914,12105
86.8551,87.1866,86.3925,86.4538,74045
85.4668,86.5413,84.7271,85.6784,66833
86.5555,87.5091,86.1166,86.2116,89379
86.6923,87.2310,85.5817,86.4328,86376
86.2722,87.2346,85.7039,85.8643,80105
86.5390,86.8971,85.6316,86.2337,85488
85.6675,86.8994,84.8657,86.1447,9331
85.6656,86.4949,85.3102,86.1223,78528
84.2684,85.3622,83.2771,84.7352,13691
84.8593,85.7470,84.7358,84.7943,42195
85.4135,85.8684,84.7010,85.5445,53411
84.2492,84.7482,83.7680,84.4135,93832
83.9293,84.8898,82.5350,83.4778,75580
82.0473,82.9087,81.6299,82.1119,79284
82.3065,83.1754,82.0996,82.3515,45178
83.9344,83.9456,82.8681,83.7079,78721
83.5797,83.7337,82.7385,83.4899,30931
84.4146,85.0526,84.0221,84.0403,36192
83.9736,84.5743,83.4373,84.2673,15752
83.0292,83.6135,82.0912,82.9482,99835
82.5103,83.0268,82.3113,82.5735,64725
83.4234,84.1425,82.5126,83.7723,99103
82.5764,83.3190,82.2670,82.7382,9856
84.3804,85.3442,83.3665,83.8876,2090
82.9421,83.5626,82.3159,83.3454,63668
83.1307,83.3446,81.9936,82.9441,54810
81.9067,83.0615,81.2411,82.0811,52945
82.5185,83.1944,81.4590,82.4533,48130
82.6034,83.7679,82.3558,82.9537,46445
83.7954,84.6166,82.9280,84.1647,65527
83.7402,84.8021,83.0601,84.0535,81481
83.2446,84.1977,82.6491,83.6982,99704
82.6351,82.9578,82.3038,82.3272,47877
83.5169,83.5556,82.8462,83.3694,64538
83.1040,84.2054,82.7749,83.4139,44326
82.3981,83.2338,81.6957,82.6654,10917
81.4911,82.1127,80.5224,81.8258,84704
80.4756,81.5173,79.8763,80.6253,94635
81.9345,82.6882,81.5805,81.7922,66906
80.5327,81.2869,80.2668,80.9737,58645
82.6194,83.3917,81.5922,82.3386,11871
81.9655,82.3081,80.6903,81.4686,70235
81.7952,82.6599,80.5671,81.2967,96745
82.2567,82.5741,81.3252,81.9273,43450
81.2079,81.2880,81.1911,81.2169,70565
81.6714,82.6891,81.6214,81.9274,51487
80.9644,81.7501,80.8481,81.4594,75393
80.9874,81.9094,80.2443,81.1611,11357
80.6901,81.1074,80.3777,81.0043,91627
79.2375,80.4598,78.8499,79.7149,62846
78.8868,79.0025,78.4911,78.7360,67098
80.1729,81.0846,79.1111,79.6913,4135
79.8805,79.9172,78.7439,79.4563,5008
79.9337,80.6875,79.3972,80.3207,85750
80.7193,80.7612,79.6605,80.2350,30373
81.7516,82.0709,80.9047,81.6069,4196
83.3149,83.9980,82.8792,82.9390,12950
82.8695,82.9718,82.2288,82.4912,46380
81.5775,81.9600,81.2226,81.3933,40258
81.6213,82.1308,80.3726,81.1625,50041
80.5205,81.2389,80.1130,80.7592,83740
81.4530,82.0687,81.3574,81.5882,7629
81.1662,82.5693,80.9703,81.6265,10846
80.3638,81.3415,80.1513,80.3172,81092
79.9254,80.6186,79.1068,80.1255,47596
81.0362,81.7241,80.6370,81.2945,4121
82.8340,83.1268,82.1647,82.5692,18054
81.1358,81.9919,80.5268,81.4549,28377
81.3887,82.0831,80.8418,81.7669,32441
81.6244,82.4885,81.1206,81.5139,77859
82.3629,82.4392,81.8671,82.0335,65162
81.7304,83.0642,80.7539,82.1744,46067
83.8398,84.0598,83.2243,83.4384,31287
82.9579,83.6021,82.0286,83.1153,95219
83.9386,84.0121,83.8257,83.9053,8937
83.5738,84.2691,83.3186,83.5785,88973
83.9079,84.6259,82.9362,83.4794,10377
82.6683,83.2287,82.4123,83.0780,7611
83.0732,84.3641,82.2472,83.3959,39749
82.4365,83.4523,81.6756,82.7182,15613
83.2999,83.9809,82.5164,83.2757,60781
83.7093,84.1581,83.2576,84.0590,41153
85.9408,86.2748,84.8163,85.5221,46734
84.8803,85.8606,84.3008,85.3083,33467
85.3508,86.1706,84.7636,85.6654,2131
87.2166,87.4464,86.2246,86.8553,62602
86.3039,86.6339,86.2456,86.4873,8507
87.5579,87.7841,86.3890,87.2385,27837
87.9710,88.1608,86.6681,87.6338,54756
87.9836,88.7040,87.7796,88.0891,97423
89.7409,89.9003,88.9697,89.4179,41610
88.2752,88.7019,87.8747,88.4304,97582
89.8896,90.1817,89.5714,89.6117,83779
89.5063,90.1618,88.6214,89.2156,64378
90.2213,90.9728,90.1050,90.4954,19979
89.3247,89.9109,88.4212,89.0566,97238
89.3155,90.1106,88.5176,89.2372,3622
88.7436,89.1149,87.8763,88.3531,29809
87.7645,87.9627,87.1254,87.8938,41681
88.6160,89.3106,88.0554,89.1090,60512
90.1216,90.9615,89.8024,90.1344,60754
88.5303,89.0624,87.9253,88.6907,97518
87.8873,88.7754,87.7484,88.2221,88595
88.3056,89.2366,87.3545,88.4613,82286
86.9581,87.3518,86.8229,87.1601,93763
87.0082,88.4119,86.2039,87.4679,60479
87.7494,87.8373,87.2311,87.6033,96557
88.0690,88.4828,88.0057,88.1780,99597
87.4243,87.6784,86.5913,87.5172,55053
86.0677,87.0452,85.2465,86.1550,37012
87.1763,87.8381,85.8859,86.7889,3236
87.0907,87.1535,86.5424,87.0851,31673
87.1638,88.5318,86.4122,87.5759,46543
88.7824,89.6902,88.5565,88.8392,51138
89.8856,90.7991,89.8719,89.8800,34521
89.3125,90.5098,88.9627,89.7585,87638
88.1648,89.3663,87.3880,88.6037,96439
89.3347,89.9288,88.4868,89.4592,91907
90.3092,90.3153,89.5623,90.2976,27053
90.3525,91.0588,89.8789,90.1960,88350
88.9984,89.7223,88.8721,89.3344,18035
90.0998,90.3259,89.5362,90.0140,93622
88.9105,89.9071,87.9538,88.8176,37600
90.3485,91.0937,89.7693,90.1996,50190
90.3999,90.6985,89.7302,90.6901,94566
89.6407,90.6065,88.6627,90.0049,45835
89.6473,90.5735,88.7754,89.9565,32385
90.9219,91.8248,90.8085,90.8235,8545
91.4551,92.5080,90.6200,91.8388,98018
90.7511,91.3800,89.6713,90.4553,23377
89.2802,89.7685,89.1460,89.3327,12601
88.8813,89.2284,87.8988,88.9755,38993
89.5593,90.1675,89.2366,89.5930,34480
90.3793,91.7041,89.5849,90.7675,13553
89.4386,89.6817,88.6239,89.3058,47318
88.6956,88.9592,87.6230,88.4749,50976
88.9215,89.8739,87.5183,88.4438,12079
86.9589,87.6703,86.6364,87.1525,29597
87.8854,89.1123,87.4094,88.3571,35760
87.0049,87.6002,86.9749,87.1373,17027
86.9491,88.2010,86.1164,87.4063,72742
86.2497,87.1394,85.7235,86.6940,90855
87.5604,88.9300,86.6578,88.0446,94180
90.0086,90.2562,89.0214,89.5364,30177
89.5623,89.9688,89.2706,89.6458,89357
90.0535,90.4284,89.9164,90.1683,42094
90.1608,90.6187,89.7175,89.9341,56382
88.9608,89.5968,88.3329,88.9817,1523
89.1282,89.1492,88.6419,89.0500,48597
90.3421,90.8898,90.1323,90.4368,92111
91.4262,91.7630,91.1091,91.1799,4765
90.6128,91.0360,89.8785,90.3678,88320
91.7939,92.4026,91.0865,91.3826,13657
90.3657,90.9941,89.5824,90.3871,11552
90.5300,91.4087,89.8967,90.7240,71702
89.8162,89.9357,89.1021,89.7206,80742
88.2063,88.8919,87.8296,88.3400,44262
88.7156,88.8975,88.5966,88.6096,10433
87.6528,87.6594,86.6288,87.3016,15591
86.5456,87.1717,85.4633,86.2048,62795
86.7563,87.8329,86.3389,86.9026,98716
87.4188,88.0015,86.5720,87.3359,20941
87.3041,87.8717,86.0604,87.0003,18858
85.5440,86.3304,85.3276,85.5142,54739
86.4097,87.0532,85.5215,86.6591,92407
86.3061,87.5477,86.1386,86.7835,76632
86.8488,86.9665,86.1300,86.4487,32432
85.7258,86.6263,84.5754,85.2628,72975
83.6438,84.5991,82.9743,84.0683,2526
84.8759,85.4212,84.2043,84.7018,86213
83.3450,83.5772,82.8629,83.4659,27460
81.5934,82.3596,80.7946,82.0698,19919
80.4184,80.8224,80.2470,80.7312,51080
80.2336,80.9264,79.9244,80.4574,96387
79.4564,79.5843,78.7296,79.5454,8968
78.1465,78.9632,77.5469,78.2085,93608
78.7423,79.0568,77.8279,78.5546,17808
79.0614,79.2548,77.9285,78.8001,56452
78.8791,79.6264,77.9779,78.4536,10597
78.0977,78.4708,76.9910,77.7132,20167
77.6412,78.2458,76.8475,77.2231,64844
77.7083,77.8611,77.2686,77.7783,3930
75.8882,77.0504,75.5554,76.3331,78393
77.9089,78.4519,77.4138,77.4942,78847
76.2687,77.0156,75.4181,76.3038,94121
76.8338,78.0552,76.6519,77.2301,82762
75.8046,76.5487,75.1629,75.7861,89514
75.2613,75.7769,74.7895,75.4529,75060
75.0039,75.8171,74.9330,75.0139,82460
75.7266,76.4641,75.1407,75.2686,4797
75.0713,75.8434,74.8357,75.3401,9089
74.7162,75.3572,74.4472,75.1718,23401
73.4934,74.4505,72.7381,73.7057,91184
73.7666,74.3416,72.8036,74.1223,61982
75.3412,75.6306,74.5706,75.5246,39365
76.6666,77.1565,76.0002,76.8111,48864
76.1527,77.1772,75.2656,76.4626,43154
77.1826,77.8219,76.2008,77.3517,60393
78.4342,79.3218,77.4998,77.9411,75097
78.4168,79.7294,78.3990,78.8367,5261
79.3481,79.7078,78.2481,78.8628,75831
79.6479,79.7592,79.5117,79.6043,21775
79.8654,80.2889,79.5559,79.8889,36993
80.4722,81.5608,80.1762,80.8663,9679
80.7422,80.8230,80.0677,80.2497,43940
81.7181,82.2320,80.5155,81.2375,99850
81.1389,82.3920,80.2223,81.4082,84689
82.2909,82.6798,81.2761,82.1272,75881
82.3692,82.6562,81.3705,82.4233,75782
83.0372,83.8984,82.4217,82.7127,12933
84.1448,84.2579,84.0297,84.0594,76985
84.5586,85.3068,84.1391,84.1997,58511
85.0571,85.8687,84.2092,84.9396,53873
85.3805,85.6082,85.3347,85.4104,32790
86.9174,87.6844,86.5859,86.7729,64679
87.1235,87.5912,86.4564,86.8400,8372
86.9374,87.7648,86.2361,87.1049,36858
86.6354,87.1084,86.4598,86.8873,31564
88.2158,89.1420,87.1799,87.7935,65615
87.4451,87.7973,86.7870,87.6745,32319
87.6185,88.5794,87.2953,87.5062,80136
88.0517,88.6345,87.7466,87.8185,12566
88.4505,88.8999,87.9732,88.2904,36785
89.4697,90.0793,89.1923,89.2250,92112
90.8147,91.6573,89.6354,90.4799,45394
90.2706,91.1847,89.6526,90.4657,96338
88.6338,89.6472,87.6375,89.0718,28007
88.7962,88.8023,87.7384,88.6959,67546
87.6794,88.0117,86.9923,87.5645,93277
88.0297,88.8227,87.7263,88.1459,42229
88.1590,88.6886,87.7193,88.4373,7556
89.4713,89.8425,88.6177,89.0363,55750
88.4928,89.1537,87.5833,88.5387,45577
89.4862,89.7527,88.5924,89.7020,24927
89.8871,91.2270,89.8320,90.3704,59300
91.4852,92.4579,90.7709,91.2363,6177
90.4662,91.1776,89.8259,90.9036,50727
90.2642,90.8615,89.5529,90.4242,76109
91.4406,92.1079,90.8353,91.8952,95534
92.3773,92.6232,91.6637,92.3842,39300
92.2628,92.7300,91.9255,92.3264,49660
93.4297,94.0442,92.4646,93.8038,59543
93.0362,93.8359,92.4695,93.1820,99460
92.5575,92.8921,91.5571,92.1507,62201
91.0142,91.6778,90.6244,90.9304,19724
91.7549,92.4371,90.4284,91.2860,68573
89.8315,90.1122,89.3589,89.9932,67883
90.2897,91.1261,89.4388,90.3246,43590
89.6468,90.7876,89.6001,90.0032,71325
90.5431,91.4574,90.4296,90.8401,79853
89.7532,90.4268,88.8542,90.0465,51761
90.2725,90.7542,90.0032,90.2549,38143
89.0685,89.9612,88.7852,89.2477,79548
89.3087,89.5672,88.7244,88.9150,74716
89.5646,90.4529,89.0080,89.4812,63390
89.5291,90.6102,89.3133,89.7770,37201
90.1175,90.7386,90.1074,90.1661,35690
89.0012,89.8693,88.3548,88.9217,83291
88.3825,88.5345,87.1946,88.1513,2420
89.3334,90.3956,89.1294,89.4876,54102
90.3382,90.4580,89.4046,89.9455,37216
90.3352,91.3136,89.7520,90.6957,36185
91.8595,92.9533,91.3034,92.1465,23077
91.2592,92.0618,91.0928,91.1180,21606
91.2877,92.4586,90.5019,91.5193,23281
93.1114,93.6823,92.0185,92.8802,93579
91.7163,92.5441,91.4749,91.7020,6469
91.2601,91.4548,89.9713,90.7829,56478
91.2287,92.0020,90.5766,90.9335,35779
92.4366,93.4291,91.6236,92.4225,54382
91.4573,92.3322,91.3173,91.5247,22625
89.7162,91.0722,89.1127,90.1226,95577
91.4877,91.9574,90.5643,91.2769,93848
91.7579,92.6729,90.6320,91.3517,72066
91.0477,91.7909,90.7989,91.2778,63051
92.1160,92.5118,91.2591,92.3710,5351
92.4688,93.3877,91.9812,92.9111,20569
93.5166,93.8079,92.8516,93.4963,13255
92.7657,93.6003,92.0199,92.7362,24965
93.2947,93.7018,92.6073,93.5535,96128
94.3148,94.8828,93.9356,94.6520,41742
95.4682,96.3812,94.4699,95.7246,10956
96.5047,96.6630,96.1491,96.3263,17440
96.2663,96.9526,95.2468,95.8941,52176
97.2184,97.2648,96.1798,96.8245,61408
96.1071,97.0414,95.6703,96.1900,11353
96.9298,97.3942,96.8867,97.1268,68537
98.0642,98.9900,97.3281,97.6636,89997
95.7789,96.8202,95.5943,96.2428,22115
97.0137,97.0992,96.5434,96.9732,19588
97.0205,97.3622,96.3717,97.2806,88584
98.2934,98.5952,97.3128,97.8561,38040
97.4309,98.2524,96.7570,97.5753,40459
97.0060,97.4524,96.7209,97.1533,69141
96.0591,96.9720,95.2836,96.2476,50115
97.5797,97.6163,97.5375,97.5607,94932
96.8596,97.0484,96.4279,96.7339,28179
95.9522,96.1641,95.0790,95.4543,54570
95.9942,96.8909,95.4493,95.7125,46101
95.2206,96.0289,94.5038,95.0981,90849
95.3806,95.5996,94.8670,95.0880,57236
95.3923,95.8206,94.6405,95.7336,19011
94.8174,95.6250,94.1165,94.3411,28945
92.8857,93.3677,92.5916,93.0876,67669
94.4315,94.8867,93.3335,94.0514,15180
94.7968,96.0494,94.0777,95.2837,61145
95.5192,96.2035,94.6268,95.8035,44237
97.3153,97.9107,97.1526,97.2078,36575
97.6309,98.3755,97.0459,98.0400,32245
98.5607,99.1744,97.4955,98.3935,96159
97.9743,98.8156,97.0127,97.7550,44284
99.3617,99.8120,98.4584,99.2086,37842
97.8058,98.4701,97.3478,97.8823,32269
96.3821,97.3795,95.7620,96.4561,48634
95.7017,96.3764,95.0834,95.8043,98265
96.7037,97.6171,96.2022,96.9675,14286
97.5886,98.4421,96.8479,97.3000,53562
96.6089,96.8562,95.8678,96.6722,19503
97.1396,97.7500,96.6966,96.8406,26434
97.7881,98.8024,96.9384,98.1195,79079
96.7441,97.2979,96.0079,97.1117,75320
96.2416,97.2285,95.2993,96.1176,13417
94.9100,95.8949,93.9354,94.9809,88241
94.5811,95.1337,93.9521,94.8158,1634
94.5153,95.6356,94.4001,94.8302,33584
93.0585,94.0148,92.3133,93.5171,89222
93.2857,93.3092,92.4038,92.8764,64909
93.8403,94.1098,92.9379,93.6991,46486
93.7661,94.6546,93.0749,93.3839,85825
94.4472,94.5693,94.1055,94.1932,38907
93.1713,93.7394,92.1449,93.0789,71060
94.7666,95.5157,93.8754,94.2704,74404
94.8726,95.5234,94.0274,94.6912,16238
94.0183,94.8754,93.4524,94.0802,20718
93.8048,93.8862,93.2009,93.3440,27705
95.0716,95.0953,94.5983,94.6586,1061
94.0673,94.9715,93.0927,94.3784,13161
94.1525,94.2716,93.7308,93.7807,27401
95.0526,96.0006,94.3510,94.8623,36050
93.9758,94.7679,92.7711,93.6682,37975
94.7937,95.4763,94.7210,95.1420,30186
94.9650,95.6618,94.3372,95.4541,8053
94.1135,94.8393,93.3120,94.5792,1881
93.8304,95.1088,93.3283,94.2281,16065
93.0328,94.0126,92.9374,93.1702,87516
91.9569,92.9411,90.9684,92.2596,10347
91.4045,91.6506,90.5354,90.9247,6196
91.5408,91.6042,90.2988,91.0474,62483
90.4083,91.0637,89.5565,89.9513,76089
90.7218,91.5825,89.8991,90.4440,28702
89.1750,89.8174,88.1274,88.9827,78979
88.5834,90.0167,88.3856,89.0317,4989
87.5229,87.7901,87.1974,87.7700,64581
86.8543,87.4898,86.3518,86.4878,61892
85.5283,86.3298,84.6164,85.7577,66875
85.3257,85.7688,85.0581,85.2494,12991
85.6227,86.7319,85.2572,85.9185,6890
86.6035,86.7147,85.6356,86.2217,8881
85.3419,85.6744,85.0047,85.1764,99114
86.3449,87.4581,85.7346,86.6006,38649
86.8852,87.5362,86.4736,86.5183,78112
85.8425,86.3224,85.0830,85.9673,57086
85.8785,86.6667,85.5889,85.8960,84945
87.2774,88.0071,85.9452,86.8867,48208
87.4075,87.9569,87.2657,87.8145,27204
86.3314,87.2238,85.3405,86.7148,72961
87.8461,88.4765,87.3059,87.8827,51301
87.8575,88.7408,86.7730,87.5009,61990
87.0546,87.4490,86.8340,87.3504,49883
88.2408,89.0745,87.5646,88.6900,99232
89.7595,89.8593,89.7558,89.7741,63097
88.9611,90.0678,88.1022,89.3240,13681
89.4843,90.0758,89.1715,89.2360,29557
87.9722,88.1800,86.9892,88.0350,17346
88.7510,89.1874,87.8913,88.8182,65684
90.2133,90.9175,89.6597,89.9072,48751
90.1053,91.4642,89.3236,90.4964,12150
90.4132,91.0314,90.0743,90.7815,99069
90.7248,91.4637,89.4458,90.4153,87531
88.5663,89.3085,88.3940,88.9972,6155
89.3599,89.8448,88.0808,88.9265,79511
88.0500,88.6492,86.9989,87.8413,95660
86.6248,86.6898,86.5366,86.5859,32732
85.7634,86.2156,85.1915,85.6190,98340
85.7527,86.5455,85.2657,85.4473,77713
85.6567,86.7918,84.6786,85.9478,38743
87.0905,87.4506,86.7096,87.1360,30722
85.9783,85.9871,85.2521,85.9590,36802
87.6427,88.5431,87.3241,87.3542,83941
86.2250,86.9994,85.5518,86.5172,63892
86.0294,86.8542,85.7713,86.4135,30461
85.9852,86.4917,85.5006,85.5602,90410
87.1791,87.5368,86.5211,86.7235,34320
87.0074,88.0531,86.3405,87.1973,2681
86.4814,87.2869,86.2316,86.3495,66535
86.6182,87.6490,86.4928,86.7792,2199
86.8852,87.0132,85.8486,86.7943,85049
86.2327,87.3454,85.3005,86.5714,22866
87.4227,87.5992,87.0679,87.1027,3212
87.3347,87.6671,86.7731,87.1419,36597
86.7765,87.7679,86.5353,86.6902,70714
87.4485,87.4917,86.6273,87.1504,92426
85.3444,86.3305,85.1610,85.8161,97419
85.5150,85.6503,85.2688,85.4060,54577
85.2888,85.6499,84.4418,84.9744,85072
84.1705,85.1668,83.4546,84.6248,42038
85.3948,85.8303,84.5018,85.8295,22800
86.4908,86.5092,85.6963,86.4444,7887
88.0732,88.1710,87.3137,87.7699,98679
86.8044,87.4001,86.2780,86.4850,95712
85.4586,86.2297,84.8975,85.3955,10472
86.1379,86.2793,85.5942,85.7565,60141
85.4880,86.5869,84.9313,85.9241,95723
86.8347,87.5762,85.9334,87.0730,1971
87.6343,88.4475,86.6207,87.2913,30616
88.4330,88.5515,87.7952,88.1907,94971
86.9488,87.4611,86.0702,86.9165,3999
87.2071,88.1522,86.4577,87.2404,63265
87.0731,87.9606,86.9012,87.2679,86330
87.2714,87.8402,87.1186,87.7166,95651
86.8424,87.6415,85.6703,86.6169,40211
85.6581,85.7965,85.1949,85.4117,15047
83.9664,84.8486,83.3666,84.1743,14707
84.4957,85.3930,83.8794,84.7879,95754
83.6156,84.2525,82.6887,83.9901,30434
82.9393,83.2915,82.6150,82.8629,73189
82.1689,82.7423,82.0615,82.2875,33463
83.0456,83.4143,82.0564,83.3399,42824
82.0653,83.2032,81.1748,82.4886,67971
83.6427,84.5270,83.0896,83.5477,21913
84.7641,85.1008,84.4682,84.5719,62290
84.7019,85.1694,83.7157,84.9739,48110
86.0423,87.1052,85.6629,86.2480,40767
85.0335,85.9106,84.7741,85.3033,22714
83.8682,84.1886,83.1239,83.8926,37241
85.4074,86.3685,84.4533,85.3100,6503
84.5250,85.2728,83.8179,84.3269,80382
83.5706,83.9575,83.0082,83.9277,13781
83.9319,84.3682,83.5690,83.9447,86789
84.9681,85.0649,84.4877,84.9202,80928
84.3308,84.6516,83.7187,84.3686,21454
84.9004,85.7044,84.2057,84.8158,44693
86.1770,86.3165,85.2872,85.8946,29846
87.6929,88.1273,86.2474,87.2185,54144
87.3857,87.4329,86.3988,87.4089,84126
88.8926,89.2802,87.5932,88.5805,25209
87.4688,88.3722,86.9909,87.6654,91640
88.5326,89.4057,87.8152,88.9056,73980
90.3071,90.8267,90.1491,90.2301,19261
90.6853,91.3218,90.4400,91.1630,99348
92.0587,92.5290,91.0304,91.7500,79773
91.2897,91.8975,90.4821,91.1796,60146
92.6290,93.5299,91.6774,92.2365,37673
93.1583,93.6833,92.8417,93.1858,19798
92.1480,93.1568,91.3937,92.3899,34570
93.8092,94.1706,93.6337,93.7439,81244
93.6142,94.2335,92.4833,93.3083,53018
92.6883,93.1890,92.6655,93.0534,83407
94.1275,94.8524,93.1185,93.7524,43982
92.4887,93.4450,91.8959,92.5383,76926
91.6554,91.6804,90.4645,91.3279,58593
91.2351,91.3821,90.1948,90.9203,92570
91.8733,93.0238,91.2964,92.2930,90629
92.0535,92.0938,91.1699,91.5616,2452
92.3044,93.5694,91.7069,92.6796,76109
92.3442,92.5532,91.9208,92.1514,29278
93.4063,93.6923,93.4053,93.5792,19858
94.0290,94.1691,93.1871,94.1638,9976
95.7539,95.9249,94.7935,95.4545,38251
94.6008,94.9689,94.0669,94.1835,31593
94.3213,94.7551,93.5594,93.8321,59090
93.0061,93.2857,92.5081,92.9096,82880
92.9828,93.2595,92.3044,93.1053,38467
92.5125,93.3829,92.1626,92.6393,22297
93.4222,93.6566,93.4169,93.6421,94172
92.8962,94.1729,92.1372,93.3145,20621
91.9586,92.5042,91.3573,92.3167,42029
93.4331,93.4441,93.0856,93.1394,20330
94.2726,94.8453,93.1613,94.1535,30449
95.3439,96.1777,94.6491,95.5070,68987
96.6936,97.6605,95.7642,96.6646,53895
97.6798,98.5045,96.9135,97.8886,5971
99.2647,99.4567,98.8294,98.8309,53963
99.4262,99.7549,98.5329,99.1504,83130
99.1778,99.6710,99.0811,99.2223,45320
99.5086,100.7453,99.0917,99.9608,74518
99.6773,100.1462,99.2392,99.8746,21111
